Training loss,Validation loss,Accuracy,Precision,Recall,F1-score,CSI-score
0.13179074944752567,0.1366034895181656,0.9399591964285714,0.610409041805152,0.5430403296033037,0.5747430780895645,0.40439198305560975
0.13240680351572218,0.1331084594130516,0.9379287053571428,0.6559224801547837,0.36244987455115457,0.465807250342383,0.305289152840885
0.1319864199690099,0.12959951162338257,0.9397441696428571,0.6096861966464003,0.5420268469792658,0.5738033404035017,0.4031934449978273
0.13297954004890514,0.13062018156051636,0.9390637410714285,0.6012643410930023,0.5372387626761443,0.567030583252608,0.3975592939610072
0.13254025634729638,0.1391012780368328,0.9368935089285715,0.5708576751457306,0.6217546620573866,0.5948206532359332,0.4247963099109302
0.13270865914956578,0.13479076325893402,0.9388289642857143,0.5918462401906572,0.5852433373637673,0.5880436611604775,0.41788985896005204
0.13228898832820496,0.13135182112455368,0.9399700089285714,0.6151970208960454,0.5299599473567153,0.5693959369150016,0.39896331527648377
0.13054431820253157,0.1314118541777134,0.9390062142857143,0.6405028118237466,0.42433308913023904,0.5093522476984207,0.34337393409524075
0.13093758107356304,0.131299190223217,0.9396090267857142,0.6059042491198425,0.5596940807473194,0.5818610617379953,0.4109508506331959
0.1310480165312875,0.1318679377436638,0.9370483482142857,0.5688644700308954,0.6444526622438688,0.6040432954478934,0.43412361948844225
0.1313921740313746,0.13084551692008972,0.9406899821428572,0.6509689744258165,0.44718782141625535,0.5299067619670472,0.361786629531233
0.1297020747695329,0.13296854123473167,0.9399757232142857,0.6014106146548934,0.5794277278152898,0.5902131145396144,0.41984313633987086
0.13117029841216105,0.14034967124462128,0.9394075982142858,0.5953623980179381,0.5950834934494722,0.5952044843299907,0.4245263463023338
0.13204806635402283,0.131491307169199,0.9393529732142858,0.6554276746066185,0.4214183842883167,0.5125654155043418,0.3447185105130089
0.13061161915648659,0.1278453916311264,0.9402108124999999,0.6233391563865809,0.5064692424113594,0.5588541979846151,0.388878804614871
0.13036165344265271,0.1347738467156887,0.9373849732142857,0.5704789219864186,0.6460210320226605,0.6056891264621412,0.4358685424355877
0.13088460294705517,0.1343647986650467,0.9411573660714285,0.6413745585116626,0.4836324090274785,0.5496855642432754,0.3810622154168669
0.1293536403550292,0.13008598610758781,0.9409059464285714,0.6193711121589628,0.5432311632444441,0.5787178754489989,0.40836354901299377
0.12967028946809048,0.13473263010382652,0.9404907678571428,0.6590989348216847,0.43113540260514116,0.5212143724711389,0.35331539828348235
0.13096570828050938,0.1355699561536312,0.9390267767857143,0.6342104000858976,0.45401959425799754,0.5288291063792612,0.35976868303442855
0.12993131563910898,0.1285824477672577,0.9394649732142857,0.5899464279897956,0.6290901822089439,0.6088857555418701,0.4384810838861348
0.1287907818859478,0.13265612721443176,0.9400590535714286,0.6042825499784164,0.5621386073457327,0.581514528233161,0.4120578976525492
0.12911314039297825,0.14635522663593292,0.9362272232142858,0.561898806934404,0.640139623874792,0.5979605510055159,0.42803546147494237
0.13033412790523385,0.13702603429555893,0.9397791339285715,0.5956107577542592,0.5983076393905472,0.5967450737922476,0.42671345209806477
0.1285488150029812,0.13201060146093369,0.9393179642857142,0.5844148962885898,0.6563831726570653,0.618308848829636,0.4482872195641726
0.12907581607688148,0.13241880759596825,0.9411668571428571,0.6349341134777672,0.5044369299549032,0.5621902578161715,0.39199806442629426
0.12938854667656827,0.12840646877884865,0.9399738392857142,0.5966834323438934,0.6066177386203213,0.6006121074770475,0.4308639229814748
0.13010263569512456,0.12600108608603477,0.9421799821428571,0.6577630519754037,0.4721787344051079,0.5493707458047787,0.38014314047440123
0.12879395737962904,0.13306297734379768,0.9398257589285715,0.6897288662089814,0.3577374486278754,0.47023034458440355,0.3090456738797063
0.12801958170701871,0.1280592679977417,0.9418631875000001,0.6484565563859794,0.4821785447523881,0.5515278505068878,0.3829456070939783
0.12727747590474361,0.12891370058059692,0.9403097053571429,0.596251377429778,0.6210847981752528,0.6084031975787535,0.438211308100082
0.12898341158650956,0.1390421725809574,0.9376031428571429,0.5718204060765868,0.6596172874367965,0.6123294523403074,0.44244439362350974
0.12855518679573852,0.12600116059184074,0.9413205178571429,0.6593556853940474,0.4428375425873581,0.5295564777966592,0.36167481423423653
0.12734342577322474,0.1300315298140049,0.9424916517857143,0.6339371423021863,0.5397248681764881,0.5823546934854111,0.4126063572503585
0.12741970102179725,0.1316337175667286,0.9383184375,0.5749900700917184,0.6661857333578681,0.6172123911843206,0.44745459763207096
0.12844712610514658,0.12667099386453629,0.9422444553571429,0.6468441441675927,0.49631385291098684,0.5613934215967846,0.391816405407015
0.12703423750288081,0.1315818578004837,0.9426702410714285,0.6635696536136575,0.46961390764229904,0.5486367462529389,0.3801181442918755
0.12691010886205817,0.12466553971171379,0.9426479821428572,0.6304531671999801,0.5632609037728613,0.5948666855617724,0.4244565244991765
0.12624955570922708,0.1393742896616459,0.9351528214285714,0.5502084847419285,0.7252510037032484,0.6256778315996333,0.4561079203240145
0.1268593449637575,0.12892070040106773,0.9408315625,0.5987041160424081,0.6398167652092963,0.6179118235688157,0.4482716936720527
0.12671228877778323,0.12313088029623032,0.9431896428571429,0.6761748953177433,0.4612765147145555,0.5469170392719745,0.37832647517623297
0.1252949263127345,0.12627378478646278,0.9437325,0.6497893852718739,0.5320828830072738,0.5843588367555563,0.41453320727037907
0.1250916543715405,0.12445230409502983,0.9429113035714285,0.6428996117837817,0.5327079254077562,0.5825399058482603,0.4120902341845385
0.12515229155432503,0.12830425053834915,0.9423518125,0.6142438402938737,0.6139917794143521,0.6139515529336739,0.44412868065254296
0.12496179890520168,0.1270453929901123,0.9423984464285715,0.6168166254651449,0.6095220143506334,0.6122417029117524,0.44257091533950854
0.12517058118334357,0.12691500037908554,0.9431753928571429,0.6237061616095734,0.6016841459221844,0.6124051117553972,0.4425405001837761
0.12443458991792966,0.12526585161685944,0.9410152857142857,0.5953189225358142,0.6616678907041578,0.6264726746996774,0.4571923674603514
0.1262466994658956,0.12708042189478874,0.9431235,0.6364400545328304,0.5611945328746355,0.5954974358457983,0.4254450323512321
0.12525910884141922,0.1272079013288021,0.9422903839285715,0.6097013794990538,0.6337336382459013,0.6214656611547069,0.45168266178875494
0.12493917725558551,0.12473507598042488,0.9430794910714286,0.6233500502752454,0.6026464105761717,0.6128214400527293,0.44270797097097425
